src_ip,dst_ip,src_port,dst_port,protocol,app,domain,packets,bytes,start_ts,status,country
192.168.51.232,216.239.34.157,53776,443,TCP,Google,tunnel.googlezip.net,1,66,1772215267,FORWARDED,Unknown
216.239.34.157,192.168.51.232,443,53776,TCP,Google,tunnel.googlezip.net,1,66,1772215267,FORWARDED,LAN
192.168.52.6,224.0.0.251,5353,5353,UDP,Unknown,,1,148,1772215267,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,750,752981,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,50448,53,UDP,DNS,,1,75,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,61232,53,UDP,DNS,,1,75,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50448,UDP,DNS,,1,124,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,61232,UDP,DNS,,1,365,1772215267,FORWARDED,LAN
192.168.51.232,142.251.222.110,64677,443,UDP,Google,youtube-ui.l.google.com,1,1292,1772215267,FORWARDED,Unknown
142.251.222.110,192.168.51.232,443,64677,UDP,Google,youtube-ui.l.google.com,1,82,1772215267,FORWARDED,LAN
192.168.51.232,142.251.222.110,54942,443,TCP,Google,youtube-ui.l.google.com,1,66,1772215267,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,800,805597,1772215246,FORWARDED,LAN
142.251.222.110,192.168.51.232,443,54942,TCP,Google,youtube-ui.l.google.com,1,66,1772215267,FORWARDED,LAN
192.168.51.232,74.125.130.188,56117,443,TCP,Google,mobile-gtalk.l.google.com,1,66,1772215267,FORWARDED,USA
192.168.51.111,192.168.55.255,57621,57621,UDP,Unknown,,1,86,1772215267,FORWARDED,LAN
216.239.34.157,192.168.51.232,443,53776,TCP,Google,tunnel.googlezip.net,50,43635,1772215267,FORWARDED,LAN
74.125.130.188,192.168.51.232,443,56117,TCP,Google,mobile-gtalk.l.google.com,1,66,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,64371,53,UDP,DNS,,1,71,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,63989,53,UDP,DNS,,1,71,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64371,UDP,DNS,,1,128,1772215267,FORWARDED,LAN
142.251.222.110,192.168.51.232,443,64677,UDP,Google,youtube-ui.l.google.com,50,52215,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63989,UDP,DNS,,1,231,1772215267,FORWARDED,LAN
192.168.51.232,74.125.24.119,50420,443,TCP,YouTube,i.ytimg.com,1,66,1772215267,FORWARDED,USA
192.168.52.151,224.0.0.251,5353,5353,UDP,Unknown,,1,100,1772215267,FORWARDED,Unknown
74.125.24.119,192.168.51.232,443,50420,TCP,YouTube,i.ytimg.com,1,66,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,63600,53,UDP,DNS,,1,82,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,62872,53,UDP,DNS,,1,87,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,50649,53,UDP,DNS,,1,82,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,50097,53,UDP,DNS,,1,87,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50649,UDP,DNS,,1,98,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62872,UDP,DNS,,1,109,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63600,UDP,DNS,,1,142,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50097,UDP,DNS,,1,103,1772215267,FORWARDED,LAN
192.168.51.232,172.217.167.230,59604,443,UDP,HTTPS,static.doubleclick.net,1,1292,1772215267,FORWARDED,USA
192.168.51.232,142.250.67.66,56653,443,UDP,Google,googleads.g.doubleclick.net,1,1292,1772215267,FORWARDED,USA
192.168.51.232,192.168.3.8,58082,53,UDP,DNS,,1,75,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58082,UDP,DNS,,1,132,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,58854,53,UDP,DNS,,1,75,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58854,UDP,DNS,,1,91,1772215267,FORWARDED,LAN
192.168.51.232,142.250.182.195,53339,443,UDP,Google,www.gstatic.com,1,1292,1772215267,FORWARDED,USA
192.168.51.232,172.217.167.230,50489,443,TCP,HTTPS,static.doubleclick.net,1,66,1772215267,FORWARDED,USA
142.250.67.66,192.168.51.232,443,56653,UDP,Google,googleads.g.doubleclick.net,1,82,1772215267,FORWARDED,LAN
172.217.167.230,192.168.51.232,443,59604,UDP,HTTPS,static.doubleclick.net,1,82,1772215267,FORWARDED,LAN
192.168.51.232,142.250.182.195,61596,443,TCP,Google,www.gstatic.com,1,66,1772215267,FORWARDED,USA
192.168.51.232,142.250.67.66,58545,443,TCP,Google,googleads.g.doubleclick.net,1,66,1772215267,FORWARDED,USA
142.250.182.195,192.168.51.232,443,53339,UDP,Google,www.gstatic.com,1,82,1772215267,FORWARDED,LAN
142.250.182.195,192.168.51.232,443,61596,TCP,Google,www.gstatic.com,1,66,1772215268,FORWARDED,LAN
172.217.167.230,192.168.51.232,443,50489,TCP,HTTPS,static.doubleclick.net,1,66,1772215268,FORWARDED,LAN
142.250.67.66,192.168.51.232,443,58545,TCP,Google,googleads.g.doubleclick.net,1,66,1772215268,FORWARDED,LAN
192.168.52.64,239.255.255.250,45546,1900,UDP,Unknown,,1,167,1772215268,FORWARDED,Unknown
192.168.51.232,192.168.3.8,65045,53,UDP,DNS,,1,76,1772215268,FORWARDED,LAN
192.168.51.95,239.255.255.250,40724,1900,UDP,Unknown,,1,167,1772215268,FORWARDED,Unknown
192.168.51.232,192.168.3.8,51150,53,UDP,DNS,,1,76,1772215268,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,51150,UDP,DNS,,1,121,1772215268,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,65045,UDP,DNS,,1,186,1772215268,FORWARDED,LAN
192.168.51.232,57.144.42.1,55450,443,TCP,Facebook,star-mini.c10r.facebook.com,1,66,1772215268,FORWARDED,USA
57.144.42.1,192.168.51.232,443,55450,TCP,Facebook,star-mini.c10r.facebook.com,1,66,1772215268,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,250,60727,1772215246,FORWARDED,USA
192.168.51.232,142.251.222.110,64677,443,UDP,Google,youtube-ui.l.google.com,50,21805,1772215267,FORWARDED,Unknown
192.168.51.232,57.144.42.1,50254,443,TCP,Facebook,star-mini.c10r.facebook.com,1,66,1772215268,FORWARDED,USA
57.144.42.1,192.168.51.232,443,50254,TCP,Facebook,star-mini.c10r.facebook.com,1,66,1772215268,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,850,849907,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,60743,53,UDP,DNS,,1,79,1772215269,FORWARDED,LAN
192.168.51.232,192.168.3.8,52083,53,UDP,DNS,,1,79,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.1,51345,443,UDP,Facebook,star-mini.c10r.facebook.com,1,1292,1772215269,FORWARDED,USA
192.168.3.8,192.168.51.232,53,60743,UDP,DNS,,1,177,1772215269,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52083,UDP,DNS,,1,118,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.128,52021,443,TCP,Facebook,scontent.xx.fbcdn.net,1,66,1772215269,FORWARDED,USA
57.144.42.1,192.168.51.232,443,51345,UDP,Facebook,star-mini.c10r.facebook.com,1,1274,1772215269,FORWARDED,LAN
57.144.42.1,192.168.51.232,443,55450,TCP,Facebook,star-mini.c10r.facebook.com,50,53136,1772215268,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,1,66,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,50,58899,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,100,131199,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,150,203499,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,200,275799,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.128,51421,443,UDP,Facebook,scontent.xx.fbcdn.net,1,1292,1772215269,FORWARDED,USA
192.168.51.232,57.144.42.128,52021,443,TCP,Facebook,scontent.xx.fbcdn.net,50,7096,1772215269,FORWARDED,USA
192.168.51.232,192.168.3.8,56725,53,UDP,DNS,,1,91,1772215269,FORWARDED,LAN
192.168.51.232,192.168.3.8,64058,53,UDP,DNS,,1,91,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,51421,UDP,Facebook,scontent.xx.fbcdn.net,1,1274,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,250,338925,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,300,411225,1772215269,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56725,UDP,DNS,,1,148,1772215269,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64058,UDP,DNS,,1,155,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,350,483525,1772215269,FORWARDED,LAN
192.168.51.232,216.239.34.223,50186,443,TCP,Google,content-autofill.googleapis.com,1,66,1772215269,FORWARDED,Unknown
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,400,548087,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,450,616462,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,500,687484,1772215269,FORWARDED,LAN
216.239.34.223,192.168.51.232,443,50186,TCP,Google,content-autofill.googleapis.com,1,66,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,550,758831,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,600,831131,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,650,902279,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,700,974579,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,750,1045898,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,800,1116920,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,850,1189220,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,900,1260742,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,950,1333042,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,1000,1405342,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,1050,1477642,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,1100,1549741,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,1150,1620847,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,52021,TCP,Facebook,scontent.xx.fbcdn.net,1200,1693054,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.128,60816,443,UDP,Facebook,scontent.xx.fbcdn.net,1,1292,1772215269,FORWARDED,USA
57.144.42.128,192.168.51.232,443,51421,UDP,Facebook,scontent.xx.fbcdn.net,50,47725,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,60816,UDP,Facebook,scontent.xx.fbcdn.net,1,1274,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.128,51421,443,UDP,Facebook,scontent.xx.fbcdn.net,50,7149,1772215269,FORWARDED,USA
57.144.42.128,192.168.51.232,443,51421,UDP,Facebook,scontent.xx.fbcdn.net,100,111425,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,51421,UDP,Facebook,scontent.xx.fbcdn.net,150,175125,1772215269,FORWARDED,LAN
192.168.51.232,192.168.3.8,64084,53,UDP,DNS,,1,77,1772215269,FORWARDED,LAN
192.168.51.232,192.168.3.8,61291,53,UDP,DNS,,1,77,1772215269,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64084,UDP,DNS,,1,200,1772215269,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,61291,UDP,DNS,,1,128,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.34,51450,443,TCP,Instagram,z-p42-instagram.c10r.instagram.com,1,66,1772215269,FORWARDED,USA
57.144.42.34,192.168.51.232,443,51450,TCP,Instagram,z-p42-instagram.c10r.instagram.com,1,66,1772215269,FORWARDED,LAN
192.168.51.232,74.125.68.188,58867,443,TCP,YouTube,,1,55,1772215269,FORWARDED,USA
57.144.42.128,192.168.51.232,443,60816,UDP,Facebook,scontent.xx.fbcdn.net,50,51169,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,60816,UDP,Facebook,scontent.xx.fbcdn.net,100,114869,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.128,60816,443,UDP,Facebook,scontent.xx.fbcdn.net,50,6910,1772215269,FORWARDED,USA
57.144.42.128,192.168.51.232,443,60816,UDP,Facebook,scontent.xx.fbcdn.net,150,178569,1772215269,FORWARDED,LAN
57.144.42.128,192.168.51.232,443,60816,UDP,Facebook,scontent.xx.fbcdn.net,200,242269,1772215269,FORWARDED,LAN
192.168.50.238,239.255.255.250,36599,1900,UDP,Unknown,,1,167,1772215269,FORWARDED,Unknown
74.125.68.188,192.168.51.232,443,58867,TCP,YouTube,,1,66,1772215269,FORWARDED,LAN
192.168.51.232,192.168.3.8,52236,53,UDP,DNS,,1,77,1772215269,FORWARDED,LAN
192.168.51.232,192.168.3.8,57311,53,UDP,DNS,,1,77,1772215269,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57311,UDP,DNS,,1,126,1772215269,FORWARDED,LAN
192.168.51.232,57.144.42.141,60946,443,UDP,Facebook,star.c10r.facebook.com,1,1292,1772215269,FORWARDED,USA
192.168.3.8,192.168.51.232,53,52236,UDP,DNS,,1,186,1772215269,FORWARDED,LAN
57.144.42.141,192.168.51.232,443,60946,UDP,Facebook,star.c10r.facebook.com,1,1274,1772215269,FORWARDED,LAN
192.168.51.232,172.217.26.14,65125,443,UDP,Google,android.l.google.com,1,1292,1772215271,FORWARDED,USA
172.217.26.14,192.168.51.232,443,65125,UDP,Google,android.l.google.com,1,82,1772215271,FORWARDED,LAN
192.168.52.85,239.255.255.250,44857,1900,UDP,Unknown,,1,167,1772215271,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,900,890961,1772215246,FORWARDED,LAN
192.168.51.38,239.255.255.250,60050,1900,UDP,Unknown,,1,167,1772215272,FORWARDED,Unknown
192.168.51.38,239.255.255.250,35950,1900,UDP,Unknown,,1,167,1772215272,FORWARDED,Unknown
192.168.51.38,239.255.255.250,33922,1900,UDP,Unknown,,1,167,1772215272,FORWARDED,Unknown
192.168.51.38,239.255.255.250,51363,1900,UDP,Unknown,,1,167,1772215273,FORWARDED,Unknown
192.168.50.238,192.168.55.255,57621,57621,UDP,Unknown,,1,82,1772215274,FORWARDED,LAN
192.168.51.222,239.255.255.250,37496,1900,UDP,Unknown,,1,167,1772215274,FORWARDED,Unknown
192.168.50.206,224.0.0.251,5353,5353,UDP,Unknown,,1,82,1772215274,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,950,924784,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,300,68083,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1000,977700,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1050,1036072,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1100,1096235,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1150,1155009,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1200,1217494,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1250,1281092,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,350,83164,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1300,1330129,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1350,1389147,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,54649,53,UDP,DNS,,1,90,1772215275,FORWARDED,LAN
192.168.51.232,192.168.3.8,64690,53,UDP,DNS,,1,80,1772215275,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64690,UDP,DNS,,1,96,1772215275,FORWARDED,LAN
192.168.51.232,216.239.34.157,64144,443,TCP,Google,tunnel.googlezip.net,1,66,1772215275,FORWARDED,Unknown
216.239.34.157,192.168.51.232,443,64144,TCP,Google,tunnel.googlezip.net,1,66,1772215275,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,54649,UDP,DNS,,1,106,1772215275,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1400,1444187,1772215246,FORWARDED,LAN
142.251.222.110,192.168.51.232,443,64677,UDP,Google,youtube-ui.l.google.com,100,94039,1772215267,FORWARDED,LAN
216.239.34.157,192.168.51.232,443,64144,TCP,Google,tunnel.googlezip.net,50,39988,1772215275,FORWARDED,LAN
192.168.51.232,113.44.253.43,64145,80,TCP,HTTP,,1,66,1772215276,FORWARDED,Unknown
192.168.51.232,192.168.3.8,62908,53,UDP,DNS,,1,65,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,52955,53,UDP,DNS,,1,65,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62908,UDP,DNS,,1,130,1772215276,FORWARDED,LAN
192.168.51.232,172.66.0.227,65393,443,TCP,HTTPS,,1,66,1772215276,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,52955,UDP,DNS,,1,81,1772215276,FORWARDED,LAN
113.44.253.43,192.168.51.232,80,64145,TCP,Unknown,,1,66,1772215276,FORWARDED,LAN
192.168.51.232,172.66.0.227,52855,443,TCP,Twitter/X,x.com,1,66,1772215276,FORWARDED,Unknown
172.66.0.227,192.168.51.232,443,65393,TCP,Twitter/X,x.com,1,66,1772215276,FORWARDED,LAN
172.66.0.227,192.168.51.232,443,52855,TCP,Twitter/X,x.com,1,66,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,59629,53,UDP,DNS,,1,73,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,54483,53,UDP,DNS,,1,73,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,52639,53,UDP,DNS,,1,75,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,58242,53,UDP,DNS,,1,75,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,55778,53,UDP,DNS,,1,75,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,62223,53,UDP,DNS,,1,75,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,59629,UDP,DNS,,1,138,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58242,UDP,DNS,,1,114,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,54483,UDP,DNS,,1,131,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52376,443,TCP,Twitter/X,twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,USA
192.168.3.8,192.168.51.232,53,52639,UDP,DNS,,1,98,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,USA
192.168.51.232,104.244.43.131,60409,443,TCP,Twitter/X,abs-zero.twimg.com,1,66,1772215276,FORWARDED,Unknown
192.168.51.232,151.101.104.159,53147,443,TCP,Twitter/X,twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,USA
192.168.51.232,151.101.104.159,55919,443,TCP,Twitter/X,twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,USA
192.168.51.232,192.168.3.8,53610,53,UDP,DNS,,1,75,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,51302,53,UDP,DNS,,1,75,1772215276,FORWARDED,LAN
104.244.43.131,192.168.51.232,443,60409,TCP,Twitter/X,abs-zero.twimg.com,1,66,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,53610,UDP,DNS,,1,140,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55778,UDP,DNS,,1,113,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62223,UDP,DNS,,1,177,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.158,58556,443,TCP,HTTPS,,1,66,1772215276,FORWARDED,USA
192.168.3.8,192.168.51.232,53,51302,UDP,DNS,,1,143,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,54869,53,UDP,DNS,,1,64,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,61444,53,UDP,DNS,,1,64,1772215276,FORWARDED,LAN
192.168.51.232,151.101.194.146,58659,443,TCP,HTTPS,dynamic.x.map.fastly.net,1,66,1772215276,FORWARDED,USA
192.168.51.232,192.168.3.8,61320,53,UDP,DNS,,1,73,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,52957,53,UDP,DNS,,1,73,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,54869,UDP,DNS,,1,132,1772215276,FORWARDED,LAN
151.101.194.146,192.168.51.232,443,58659,TCP,HTTPS,dynamic.x.map.fastly.net,1,66,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,60300,53,UDP,DNS,,1,69,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,61444,UDP,DNS,,1,80,1772215276,FORWARDED,LAN
192.168.51.232,162.159.140.229,63218,443,TCP,Twitter/X,t.co,1,66,1772215276,FORWARDED,Unknown
192.168.51.232,192.168.3.8,61374,53,UDP,DNS,,1,69,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52957,UDP,DNS,,1,141,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,61320,UDP,DNS,,1,138,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,61374,UDP,DNS,,1,147,1772215276,FORWARDED,LAN
162.159.140.229,192.168.51.232,443,63218,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,54270,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,55919,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,LAN
192.168.51.232,162.159.140.229,51168,443,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215276,FORWARDED,Unknown
162.159.140.229,192.168.51.232,443,51168,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,60300,UDP,DNS,,1,115,1772215276,FORWARDED,LAN
151.101.104.158,192.168.51.232,443,58556,TCP,Twitter/X,dualstack.video.twitter.map.fastly.net,1,66,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52376,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,53147,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,54270,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1,66,1772215276,FORWARDED,LAN
192.168.52.92,239.255.255.250,43395,1900,UDP,Unknown,,1,179,1772215276,FORWARDED,Unknown
192.168.50.148,224.0.0.251,5353,5353,UDP,Unknown,,1,103,1772215276,FORWARDED,Unknown
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,50,61108,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,50,5308,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,100,134608,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,150,208108,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,200,280736,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,250,354236,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,300,427736,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,350,501236,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,100,8008,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,400,573248,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,450,646748,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,500,720248,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,550,793748,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,600,867248,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,650,940748,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,700,1014248,1772215276,FORWARDED,LAN
